tick,alive,gamma,H,gamma_plus_H,sp0,sp1,sp2,sp3,sp4,total_fitness
0,100,0.8300,2.2964,3.1264,17,27,20,16,20,75.51
1,100,0.8500,2.3001,3.1501,17,26,21,16,20,77.72
2,100,0.7900,2.2922,3.0822,16,26,22,15,21,80.05
3,100,0.7700,2.2875,3.0575,15,26,22,15,22,81.93
4,100,0.7700,2.2866,3.0566,14,26,22,16,22,83.63
5,100,0.7900,2.3064,3.0964,16,22,22,17,23,85.05
6,100,0.8200,2.3074,3.1274,16,20,22,18,24,84.85
7,100,0.8200,2.3074,3.1274,16,20,22,18,24,85.30
8,100,0.8400,2.3161,3.1561,18,20,22,18,22,85.30
9,100,0.8600,2.3183,3.1783,18,20,21,19,22,84.95
10,100,0.8800,2.3168,3.1968,17,20,21,20,22,84.25
11,100,0.9000,2.3197,3.2197,18,20,21,20,21,84.00
12,100,0.9200,2.3197,3.2397,18,20,21,20,21,84.05
13,100,0.8700,2.3147,3.1847,17,20,21,19,23,84.05
14,100,0.9200,2.3147,3.2347,17,19,21,20,23,83.60
15,100,0.8800,2.3120,3.1920,17,19,21,19,24,83.45
16,100,0.8600,2.3079,3.1679,17,18,21,19,25,83.40
17,100,0.8900,2.3033,3.1933,16,17,21,21,25,83.35
18,100,0.9000,2.3033,3.2033,16,17,21,21,25,82.85
19,100,0.9200,2.3033,3.2233,17,16,21,21,25,82.85
20,100,0.9200,2.2994,3.2194,16,16,21,22,25,82.45
21,100,0.9000,2.2941,3.1941,15,16,21,23,25,82.50
22,100,0.9000,2.3038,3.2038,16,17,20,23,24,81.80
23,100,0.8900,2.3080,3.1980,16,18,20,23,23,82.15
24,100,0.9400,2.3064,3.2464,17,16,22,23,22,82.25
25,100,0.9600,2.3139,3.2739,18,17,22,22,21,82.45
26,100,0.8900,2.3153,3.2053,19,17,22,22,20,82.70
27,100,0.8900,2.3161,3.2061,18,18,22,22,20,82.30
28,100,0.8600,2.3183,3.1783,18,20,22,21,19,82.60
29,100,0.8700,2.3168,3.1868,18,21,22,21,18,83.30
30,100,0.8600,2.3161,3.1761,18,20,22,22,18,83.10
31,100,0.8200,2.3161,3.1361,18,20,22,22,18,82.65
32,100,0.8100,2.3139,3.1239,17,21,22,22,18,82.65
33,100,0.8200,2.3139,3.1339,17,21,22,22,18,82.75
34,100,0.7400,2.3160,3.0560,17,21,21,22,19,82.75
35,100,0.8200,2.3170,3.1370,18,20,20,23,19,82.80
36,100,0.7700,2.3141,3.0841,18,22,19,23,18,82.50
37,100,0.7800,2.3155,3.0955,18,21,20,23,18,83.25
38,100,0.8000,2.3177,3.1177,19,19,20,23,19,82.95
39,100,0.8000,2.3198,3.1198,20,19,20,22,19,82.40
40,100,0.8500,2.3170,3.1670,20,20,19,23,18,82.65
41,100,0.8300,2.3170,3.1470,20,20,19,23,18,82.90
42,100,0.8200,2.3161,3.1361,22,20,18,22,18,82.90
43,100,0.8400,2.3125,3.1525,23,20,17,22,18,83.70
44,100,0.8000,2.3155,3.1155,23,20,18,21,18,84.40
45,100,0.8200,2.3155,3.1355,23,20,18,21,18,84.55
46,100,0.8300,2.3112,3.1412,24,21,18,20,17,84.55
47,100,0.8000,2.3132,3.1132,23,21,18,21,17,84.65
48,100,0.8200,2.3132,3.1332,23,21,18,21,17,84.60
49,100,0.7900,2.3147,3.1047,23,21,20,19,17,84.60
50,100,0.7800,2.3168,3.0968,22,21,20,20,17,84.05
51,100,0.7800,2.3168,3.0968,22,21,20,20,17,83.35
52,100,0.7800,2.3168,3.0968,22,21,20,20,17,83.35
53,100,0.7800,2.3168,3.0968,22,21,20,20,17,83.35
54,100,0.8000,2.3147,3.1147,23,20,21,19,17,83.35
55,100,0.7800,2.3174,3.0974,21,20,21,21,17,83.75
56,100,0.7800,2.3174,3.0974,21,20,21,21,17,84.75
57,100,0.8000,2.3168,3.1168,21,20,20,22,17,84.75
58,100,0.7900,2.3168,3.1068,20,20,21,22,17,84.60
59,100,0.8000,2.3170,3.1170,20,20,19,23,18,84.55
60,100,0.7600,2.3170,3.0770,20,18,20,23,19,84.75
61,100,0.8000,2.3155,3.1155,21,18,20,23,18,84.10
62,100,0.7800,2.3147,3.0947,21,17,20,23,19,84.10
63,100,0.7900,2.3183,3.1083,22,18,21,20,19,83.65
64,100,0.7800,2.3205,3.1005,21,19,21,20,19,83.40
65,100,0.8200,2.3205,3.1405,21,19,21,20,19,83.70
66,100,0.8200,2.3183,3.1383,21,18,22,20,19,83.70
67,100,0.8100,2.3177,3.1277,19,19,23,20,19,83.40
68,100,0.8700,2.3205,3.1905,20,19,21,21,19,83.50
69,100,0.8300,2.3190,3.1490,21,19,21,21,18,84.05
70,100,0.8100,2.3197,3.1297,20,20,21,21,18,83.80
71,100,0.8200,2.3168,3.1368,20,20,22,21,17,84.20
72,100,0.8200,2.3123,3.1323,20,20,23,21,16,84.45
73,100,0.8200,2.3147,3.1347,19,20,23,21,17,84.70
74,100,0.8200,2.3123,3.1323,20,20,23,21,16,84.25
75,100,0.8200,2.3127,3.1327,20,19,24,20,17,84.60
76,100,0.8200,2.3120,3.1320,21,19,24,19,17,84.20
77,100,0.8200,2.3120,3.1320,21,19,24,19,17,84.00
78,100,0.8500,2.3123,3.1623,20,20,23,21,16,84.00
79,100,0.8300,2.3123,3.1423,20,20,23,21,16,84.65
80,100,0.8400,2.3133,3.1533,19,22,19,23,17,84.65
81,100,0.8400,2.3127,3.1527,19,20,20,24,17,85.70
82,100,0.8300,2.3079,3.1379,19,21,18,25,17,85.15
83,100,0.8600,2.3050,3.1650,19,22,17,25,17,84.90
84,100,0.8200,2.3050,3.1250,19,22,17,25,17,84.90
85,100,0.8400,2.3003,3.1403,18,22,17,26,17,84.90
86,100,0.8200,2.2995,3.1195,18,22,18,26,16,85.25
87,100,0.8400,2.2965,3.1365,18,21,18,27,16,84.90
88,100,0.8600,2.2965,3.1565,18,21,18,27,16,84.75
89,100,0.8600,2.2899,3.1499,17,23,17,27,16,84.75
90,100,0.8400,2.2959,3.1359,18,23,17,26,16,85.50
91,100,0.8300,2.2899,3.1199,18,24,17,26,15,85.40
92,100,0.8200,2.2941,3.1141,18,23,18,26,15,85.55
93,100,0.8400,2.2918,3.1318,18,22,18,27,15,85.30
94,100,0.8600,2.2939,3.1539,19,21,18,27,15,85.30
95,100,0.8300,2.2882,3.1182,19,22,18,27,14,85.00
96,100,0.8400,2.2882,3.1282,19,22,18,27,14,85.35
97,100,0.8600,2.2826,3.1426,19,24,18,26,13,85.35
98,100,0.8400,2.2861,3.1261,19,23,19,26,13,85.75
99,100,0.8400,2.2861,3.1261,19,23,19,26,13,85.55
100,100,0.8600,2.2809,3.1409,18,23,19,27,13,85.55
101,100,0.8600,2.2847,3.1447,18,21,19,28,14,85.30
102,100,0.8400,2.2777,3.1177,17,21,19,29,14,84.45
103,100,0.8700,2.2693,3.1393,16,21,19,30,14,85.00
104,100,0.8400,2.2743,3.1143,16,20,19,30,15,85.20
105,100,0.8500,2.2826,3.1326,17,20,19,29,15,85.35
106,100,0.8300,2.2792,3.1092,16,19,18,30,17,85.55
107,100,0.8400,2.2792,3.1192,16,19,18,30,17,85.65
108,100,0.8200,2.2868,3.1068,16,19,18,29,18,85.65
109,100,0.8400,2.2842,3.1242,15,19,18,29,19,84.50
110,100,0.8400,2.2807,3.1207,14,19,19,29,19,84.45
111,100,0.8400,2.2904,3.1304,15,19,19,28,19,85.05
112,100,0.8400,2.2904,3.1304,15,19,19,28,19,84.70
113,100,0.8400,2.2862,3.1262,14,20,19,28,19,84.70
114,100,0.8200,2.2847,3.1047,14,21,18,28,19,85.10
115,100,0.8400,2.2743,3.1143,13,23,17,28,19,85.90
116,100,0.8800,2.2660,3.1460,13,25,17,28,17,86.40
117,100,0.8600,2.2689,3.1289,14,25,16,28,17,87.40
118,100,0.8400,2.2708,3.1108,15,25,16,28,16,87.20
119,100,0.8400,2.2708,3.1108,15,25,16,28,16,87.55
120,100,0.8600,2.2610,3.1210,14,25,16,29,16,87.55
121,100,0.8800,2.2327,3.1127,14,23,14,33,16,88.10
122,100,0.8800,2.2327,3.1127,14,23,14,33,16,88.45
123,100,0.8700,2.2384,3.1084,15,24,14,32,15,88.45
124,100,0.8700,2.2816,3.1516,17,23,15,28,17,88.35
125,100,0.8600,2.2816,3.1416,17,23,15,28,17,87.75
126,100,0.8200,2.2870,3.1070,17,22,16,28,17,87.75
127,100,0.7900,2.2791,3.0691,17,22,16,29,16,87.20
128,100,0.7400,2.2870,3.0270,16,22,17,28,17,87.55
129,100,0.7700,2.2852,3.0552,15,22,18,28,17,86.90
130,100,0.7700,2.2789,3.0489,14,23,18,28,17,86.65
131,100,0.7400,2.2681,3.0081,13,23,18,29,17,86.80
132,100,0.7700,2.2738,3.0438,14,24,18,28,16,86.80
133,100,0.7600,2.2555,3.0155,13,24,17,30,16,86.70
134,100,0.8000,2.2575,3.0575,14,24,17,30,15,87.45
135,100,0.7600,2.2575,3.0175,14,24,17,30,15,87.50
136,100,0.7600,2.2426,3.0026,12,24,17,31,16,87.50
137,100,0.7600,2.2281,2.9881,11,24,17,32,16,88.20
138,100,0.7800,2.2281,3.0081,11,24,17,32,16,87.60
139,100,0.7700,2.2406,3.0106,11,25,17,30,17,87.90
140,100,0.8200,2.2147,3.0347,9,25,19,31,16,87.45
141,100,0.8400,2.2045,3.0445,9,25,19,32,15,88.15
142,100,0.8000,2.2114,3.0114,9,25,20,31,15,88.50
143,100,0.8200,2.2106,3.0306,10,25,19,32,14,88.60
144,100,0.7900,2.2106,3.0006,10,25,19,32,14,89.05
145,100,0.7900,2.2136,3.0036,10,26,19,31,14,89.10
146,100,0.7900,2.2175,3.0075,10,25,20,31,14,89.30
147,100,0.8100,2.2507,3.0607,12,25,19,29,15,88.95
148,100,0.7700,2.2426,3.0126,12,26,19,29,14,88.25
149,100,0.8000,2.2529,3.0529,13,25,19,29,14,88.65
150,100,0.7800,2.2605,3.0405,13,24,19,29,15,88.10
151,100,0.7700,2.2529,3.0229,13,25,19,29,14,87.75
152,100,0.7800,2.2605,3.0405,13,24,19,29,15,87.95
153,100,0.7600,2.2605,3.0205,13,24,19,29,15,87.60
154,100,0.7800,2.2738,3.0538,14,24,18,28,16,87.60
155,100,0.7500,2.2689,3.0189,14,25,17,28,16,87.20
156,100,0.7500,2.2882,3.0382,15,24,19,26,16,87.30
157,100,0.7800,2.2825,3.0625,16,23,17,28,16,87.50
158,100,0.7500,2.2746,3.0246,16,23,16,29,16,88.25
159,100,0.7400,2.2745,3.0145,16,21,17,30,16,87.55
160,100,0.7400,2.2768,3.0168,18,20,16,30,16,87.20
161,100,0.7400,2.2900,3.0300,18,21,16,28,17,86.60
162,100,0.7400,2.2852,3.0252,18,22,15,28,17,86.50
163,100,0.7400,2.2881,3.0281,18,23,15,27,17,86.95
164,100,0.7500,2.2852,3.0352,18,22,15,28,17,86.95
165,100,0.7300,2.2852,3.0152,18,22,15,28,17,86.65
166,100,0.7500,2.2852,3.0352,18,22,15,28,17,86.65
167,100,0.7500,2.2939,3.0439,19,21,15,27,18,86.20
168,100,0.7600,2.3041,3.0641,19,22,16,25,18,85.90
169,100,0.7700,2.2991,3.0691,19,21,15,26,19,86.35
170,100,0.7500,2.2924,3.0424,20,21,15,27,17,86.00
171,100,0.7300,2.2924,3.0224,20,21,15,27,17,86.10
172,100,0.7400,2.2904,3.0304,21,22,14,26,17,86.10
173,100,0.6900,2.2985,2.9885,22,21,15,25,17,86.45
174,100,0.7100,2.2985,3.0085,22,21,15,25,17,86.50
175,100,0.7300,2.2972,3.0272,23,20,15,25,17,86.50
176,100,0.7500,2.2970,3.0470,24,18,16,25,17,86.10
177,100,0.7100,2.3058,3.0158,22,18,17,25,18,85.40
178,100,0.7200,2.3050,3.0250,22,17,17,25,19,84.65
179,100,0.7100,2.3050,3.0150,22,17,17,25,19,84.25
180,100,0.7900,2.2933,3.0833,21,16,16,27,20,84.25
181,100,0.6800,2.3001,2.9801,21,17,16,26,20,84.25
182,100,0.6900,2.2987,2.9887,19,17,16,26,22,84.40
183,100,0.7100,2.2987,3.0087,19,16,17,26,22,85.15
184,100,0.7100,2.2987,3.0087,19,16,17,26,22,84.65
185,100,0.7300,2.3001,3.0301,20,16,17,26,21,84.65
186,100,0.6900,2.3026,2.9926,20,16,17,25,22,85.40
187,100,0.7100,2.2972,3.0072,20,15,17,25,23,84.80
188,100,0.7300,2.3004,3.0304,22,15,17,24,22,84.85
189,100,0.7300,2.3004,3.0304,22,15,17,24,22,84.25
190,100,0.7000,2.3019,3.0019,23,16,16,22,23,84.25
191,100,0.6900,2.3100,3.0000,22,16,18,22,22,84.80
192,100,0.7300,2.3094,3.0394,22,16,18,23,21,84.65
193,100,0.7100,2.3094,3.0194,22,16,18,23,21,84.15
194,100,0.7100,2.3040,3.0140,23,15,18,23,21,84.15
195,100,0.6800,2.3007,2.9807,24,16,16,23,21,84.25
196,100,0.6700,2.3007,2.9707,24,16,16,23,21,84.30
197,100,0.6700,2.3007,2.9707,24,16,16,23,21,84.30
198,100,0.6800,2.3051,2.9851,24,17,16,22,21,84.30
199,100,0.6700,2.3004,2.9704,24,15,17,22,22,84.40
200,100,0.7200,2.3051,3.0251,24,16,17,21,22,84.15
201,100,0.6600,2.3094,2.9694,23,16,18,21,22,84.50
202,100,0.6800,2.3125,2.9925,23,17,18,20,22,84.70
203,100,0.6900,2.3105,3.0005,23,17,18,19,23,84.75
204,100,0.6800,2.3070,2.9870,23,17,18,18,24,84.70
205,100,0.6800,2.3105,2.9905,23,17,19,18,23,84.60
206,100,0.6800,2.3098,2.9898,22,17,19,18,24,84.25
207,100,0.6900,2.3141,3.0041,22,18,19,18,23,84.20
208,100,0.6800,2.3169,2.9969,22,18,19,19,22,84.35
209,100,0.6500,2.3163,2.9663,21,19,19,18,23,84.15
210,100,0.6800,2.3169,2.9969,22,19,19,18,22,84.50
211,100,0.6800,2.3163,2.9963,21,19,19,18,23,84.55
212,100,0.6800,2.3155,2.9955,21,18,20,18,23,84.80
213,100,0.6800,2.3155,2.9955,21,18,20,18,23,84.30
214,100,0.6900,2.3109,3.0009,20,19,22,16,23,84.30
215,100,0.6900,2.3028,2.9928,19,19,24,15,23,84.85
216,100,0.6600,2.2899,2.9499,19,20,25,13,23,84.00
217,100,0.7000,2.2848,2.9848,20,21,25,12,22,84.15
218,100,0.7200,2.2867,3.0067,20,22,24,12,22,84.30
219,100,0.6900,2.2867,2.9767,20,22,24,12,22,84.30
220,100,0.6900,2.2861,2.9761,20,21,24,12,23,84.30
221,100,0.6900,2.2861,2.9761,20,21,24,12,23,84.05
222,100,0.6600,2.2738,2.9338,19,22,25,11,23,84.05
223,100,0.6700,2.2719,2.9419,19,22,26,11,22,84.10
224,100,0.6900,2.2734,2.9634,20,22,26,11,21,84.15
225,100,0.6900,2.2719,2.9619,19,22,26,11,22,83.85
226,100,0.6800,2.2719,2.9519,19,22,26,11,22,84.10
227,100,0.6800,2.2734,2.9534,20,21,26,11,22,84.10
228,100,0.6900,2.2609,2.9509,19,22,26,10,23,84.25
229,100,0.7100,2.2715,2.9815,18,23,24,11,24,84.15
230,100,0.6800,2.2709,2.9509,18,23,23,11,25,84.10
231,100,0.7000,2.2750,2.9750,19,23,23,11,24,84.45
232,100,0.6800,2.2738,2.9538,19,23,22,11,25,83.90
233,100,0.6900,2.2890,2.9790,18,24,21,13,24,84.20
234,100,0.7000,2.2853,2.9853,18,26,20,13,23,85.10
235,100,0.7200,2.2906,3.0106,18,26,19,14,23,85.45
236,100,0.7000,2.2906,2.9906,18,26,19,14,23,85.30
237,100,0.7300,2.2987,3.0287,18,25,19,15,23,85.30
238,100,0.6900,2.2987,2.9887,17,26,19,16,22,84.95
239,100,0.6500,2.2963,2.9463,16,26,20,16,22,85.65
240,100,0.6400,2.2922,2.9322,15,26,21,16,22,85.55
241,100,0.6500,2.2788,2.9288,14,27,22,15,22,85.75
242,100,0.6600,2.2715,2.9315,13,27,22,15,23,85.80
243,100,0.6800,2.2715,2.9515,13,27,22,15,23,85.75
244,100,0.7400,2.2702,3.0102,13,27,21,15,24,85.75
245,100,0.7100,2.2605,2.9705,12,27,21,15,25,85.55
246,100,0.6600,2.2517,2.9117,11,29,21,16,23,85.50
247,100,0.6800,2.2739,2.9539,12,26,21,17,24,85.10
248,100,0.6800,2.2779,2.9579,13,26,21,16,24,84.10
249,100,0.6800,2.2785,2.9585,13,25,21,16,25,84.05
250,100,0.7000,2.2816,2.9816,13,25,20,17,25,84.00
251,100,0.6800,2.2816,2.9616,13,25,20,17,25,83.85
252,100,0.6600,2.2816,2.9416,13,25,20,17,25,83.85
253,100,0.6800,2.2945,2.9745,14,25,20,18,23,84.45
254,100,0.6600,2.2970,2.9570,14,24,21,18,23,83.70
255,100,0.6700,2.2958,2.9658,14,25,21,18,22,83.20
256,100,0.6600,2.3074,2.9674,16,24,20,18,22,83.35
257,100,0.6600,2.3074,2.9674,16,24,20,18,22,83.15
258,100,0.6600,2.3083,2.9683,17,24,20,17,22,83.15
259,100,0.6700,2.2993,2.9693,15,24,19,18,24,83.40
260,100,0.6600,2.2945,2.9545,15,25,19,17,24,83.85
261,100,0.6400,2.3051,2.9451,16,24,21,17,22,84.20
262,100,0.6500,2.2972,2.9472,15,25,20,17,23,83.50
263,100,0.6400,2.2902,2.9302,14,24,20,17,25,84.15
264,100,0.6600,2.2902,2.9502,14,24,20,17,25,84.25
265,100,0.6500,2.2902,2.9402,14,25,20,17,24,84.25
266,100,0.7100,2.3041,3.0141,16,25,19,18,22,84.40
267,100,0.6600,2.3105,2.9705,17,23,19,18,23,84.60
268,100,0.6500,2.3098,2.9598,17,24,19,18,22,84.40
269,100,0.6500,2.3098,2.9598,17,24,19,18,22,84.45
270,100,0.6500,2.3098,2.9598,17,24,19,18,22,84.45
271,100,0.6700,2.3070,2.9770,17,24,18,18,23,84.45
272,100,0.6800,2.3062,2.9862,17,24,17,19,23,84.50
273,100,0.6600,2.3098,2.9698,18,24,17,19,22,84.35
274,100,0.6500,2.3098,2.9598,18,24,17,19,22,84.10
275,100,0.6500,2.3098,2.9598,18,24,17,19,22,84.10
276,100,0.6400,2.3098,2.9498,18,24,17,19,22,84.10
277,100,0.6700,2.3041,2.9741,18,25,16,19,22,84.10
278,100,0.6800,2.3034,2.9834,18,24,15,21,22,84.30
279,100,0.6500,2.3074,2.9574,18,24,16,20,22,83.80
280,100,0.6600,2.3125,2.9725,17,23,18,20,22,83.60
281,100,0.6600,2.3125,2.9725,17,23,18,20,22,83.85
282,100,0.6700,2.3112,2.9812,17,24,18,20,21,83.85
283,100,0.6800,2.3128,2.9928,18,24,18,19,21,83.90
284,100,0.6800,2.3163,2.9963,19,23,18,19,21,84.15
285,100,0.6400,2.3163,2.9563,19,23,18,19,21,84.15
286,100,0.6400,2.3147,2.9547,19,23,17,20,21,84.15
287,100,0.6500,2.3127,2.9627,19,24,17,20,20,84.55
288,100,0.6600,2.3143,2.9743,19,24,18,19,20,84.95
289,100,0.6600,2.3120,2.9720,19,24,17,19,21,84.80
290,100,0.7000,2.3147,3.0147,20,23,17,19,21,84.85
291,100,0.6700,2.3154,2.9854,20,23,17,20,20,84.55
292,100,0.6500,2.3096,2.9596,19,24,16,20,21,84.95
293,100,0.6700,2.3037,2.9737,20,25,15,20,20,85.30
294,100,0.6800,2.2911,2.9711,20,27,14,19,20,86.40
295,100,0.7000,2.2862,2.9862,19,28,14,20,19,87.00
296,100,0.6800,2.2862,2.9662,19,28,14,20,19,87.60
297,100,0.6700,2.2807,2.9507,19,29,14,19,19,87.60
298,100,0.6400,2.2904,2.9304,19,28,15,19,19,88.00
299,100,0.6700,2.2834,2.9534,18,29,15,18,20,87.55
300,100,0.6700,2.2834,2.9534,18,29,15,18,20,87.75
301,100,0.6600,2.2957,2.9557,19,27,16,17,21,87.75
302,100,0.6400,2.2852,2.9252,18,28,15,17,22,87.55
303,100,0.6600,2.2881,2.9481,18,27,15,17,23,87.60
304,100,0.6800,2.2918,2.9718,18,27,15,18,22,87.65
305,100,0.6600,2.2918,2.9518,18,27,15,18,22,87.75
306,100,0.6600,2.2995,2.9595,18,26,16,18,22,87.75
307,100,0.6600,2.3058,2.9658,18,25,17,18,22,87.45
308,100,0.6900,2.3050,2.9950,17,25,17,19,22,87.00
309,100,0.6800,2.2961,2.9761,15,26,17,21,21,86.25
310,100,0.7100,2.3001,3.0101,16,26,17,20,21,86.45
311,100,0.6900,2.2969,2.9869,15,26,18,19,22,86.10
312,100,0.6700,2.2969,2.9669,15,26,18,19,22,86.95
313,100,0.6700,2.2969,2.9669,15,26,18,19,22,86.95
314,100,0.6700,2.2969,2.9669,15,26,19,18,22,86.95
315,100,0.6500,2.2927,2.9427,14,26,20,18,22,87.00
316,100,0.6100,2.2983,2.9083,15,26,21,18,20,87.20
317,100,0.6600,2.3033,2.9633,16,25,21,17,21,87.75
318,100,0.6500,2.2994,2.9494,16,25,21,16,22,86.75
319,100,0.6500,2.3033,2.9533,17,25,21,16,21,86.95
320,100,0.6500,2.3051,2.9551,16,24,21,17,22,87.30
321,100,0.6400,2.3109,2.9509,17,22,22,17,22,86.55
322,100,0.6100,2.3058,2.9158,16,23,21,17,23,85.60
323,100,0.6600,2.3094,2.9694,16,22,21,18,23,85.65
324,100,0.6200,2.3034,2.9234,15,24,21,18,22,84.40
325,100,0.6300,2.3005,2.9305,14,23,21,19,23,85.75
326,100,0.5900,2.3005,2.8905,14,23,21,19,23,85.95
327,100,0.6700,2.3005,2.9705,14,23,19,21,23,85.95
328,100,0.6200,2.2903,2.9103,13,23,18,22,24,86.05
329,100,0.6200,2.2925,2.9125,13,23,19,21,24,86.15
330,100,0.6500,2.2744,2.9244,11,24,19,22,24,85.70
331,100,0.6500,2.2793,2.9293,12,24,18,21,25,86.15
332,100,0.6400,2.2890,2.9290,13,24,18,21,24,86.00
333,100,0.6100,2.2804,2.8904,13,25,16,22,24,86.05
334,100,0.6200,2.2812,2.9012,14,22,15,23,26,86.10
335,100,0.6000,2.2725,2.8725,14,22,14,23,27,85.35
336,100,0.5800,2.2696,2.8496,14,22,14,22,28,85.60
337,100,0.5800,2.2609,2.8409,13,24,14,21,28,85.50
338,100,0.6000,2.2594,2.8594,13,26,14,20,27,85.40
339,100,0.5800,2.2594,2.8394,13,26,14,20,27,85.70
340,100,0.5800,2.2676,2.8476,13,25,15,20,27,85.70
341,100,0.6100,2.2523,2.8623,12,26,14,21,27,85.20
342,100,0.5700,2.2523,2.8223,12,27,14,21,26,85.55
343,100,0.6500,2.2480,2.8980,12,26,13,23,26,86.00
344,100,0.6000,2.2348,2.8348,11,28,13,23,25,86.00
345,100,0.6000,2.2326,2.8326,11,29,13,23,24,86.35
346,100,0.5900,2.1949,2.7849,9,30,12,24,25,86.70
347,100,0.6200,2.1949,2.8149,9,30,12,24,25,86.80
348,100,0.6600,2.1809,2.8409,9,31,11,25,24,86.80
349,100,0.6000,2.1686,2.7686,9,31,10,25,25,86.80
350,100,0.6200,2.1835,2.8035,9,30,11,26,24,87.45
351,100,0.6200,2.1817,2.8017,9,30,11,27,23,87.40
352,100,0.6000,2.1817,2.7817,9,30,11,27,23,87.95
353,100,0.6000,2.1817,2.7817,9,30,11,27,23,87.95
354,100,0.6000,2.1998,2.7998,10,29,11,26,24,87.95
355,100,0.6200,2.1998,2.8198,10,29,11,26,24,87.95
356,100,0.6000,2.2148,2.8148,11,28,11,25,25,87.95
357,100,0.6400,2.2148,2.8548,11,28,11,25,25,88.05
358,100,0.6200,2.2159,2.8359,11,27,11,26,25,88.00
359,100,0.6200,2.2159,2.8359,11,27,11,26,25,87.85
360,100,0.6200,2.2025,2.8225,11,27,10,27,25,87.85
361,100,0.6100,2.2009,2.8109,11,28,10,27,24,88.25
362,100,0.6200,2.2112,2.8312,12,27,10,28,23,88.55
363,100,0.6000,2.2101,2.8101,12,26,10,29,23,88.65
364,100,0.5800,2.2348,2.8148,13,25,11,28,23,88.70
365,100,0.5800,2.2326,2.8126,13,24,11,29,23,88.35
366,100,0.5600,2.2400,2.8000,14,24,11,29,22,88.05
367,100,0.5500,2.2381,2.7881,14,25,11,29,21,88.10
368,100,0.5700,2.2350,2.8050,14,26,11,29,20,87.95
369,100,0.5600,2.2481,2.8081,14,26,12,28,20,88.10
370,100,0.5200,2.2773,2.7973,14,26,15,25,20,87.95
371,100,0.5600,2.2773,2.8373,14,26,15,25,20,87.65
372,100,0.5800,2.2921,2.8721,15,24,16,25,20,87.65
373,100,0.5600,2.2954,2.8554,16,24,16,25,19,87.40
374,100,0.5200,2.3038,2.8238,16,24,17,23,20,87.15
375,100,0.5200,2.3109,2.8309,16,22,19,23,20,86.60
376,100,0.5500,2.3054,2.8554,16,23,19,24,18,86.70
377,100,0.5400,2.2959,2.8359,17,23,16,26,18,86.85
378,100,0.5600,2.2933,2.8533,17,23,15,26,19,87.45
379,100,0.5400,2.2987,2.8387,18,23,15,25,19,87.50
380,100,0.5400,2.2954,2.8354,17,22,15,26,20,87.80
381,100,0.5400,2.2885,2.8285,16,22,15,27,20,86.80
382,100,0.5400,2.2762,2.8162,15,21,15,29,20,87.15
383,100,0.5500,2.2705,2.8205,15,22,14,29,20,86.60
384,100,0.5400,2.2538,2.7938,14,22,14,31,19,86.80
